Name,RAh,RAm,RAs,DE-,DEd,DEm,DEs,FileName,ra,de,decimal_date,helio_corr
HE1124+0144,11,26,49.60,+,1,27,58.0,HE1124p0144_a_2000_07_01T23_28_54_all.dat.gz,11.4470858,1.46588,2000.4972677595629,29.36695946120895
HE1124+0144,11,26,49.60,+,1,27,58.0,HE1124p0144_b_2000_07_02T23_34_34_all.dat.gz,11.447158266666666,1.46617,2000.5,29.383885312773852
HE1152-1244,11,54,34.82,-,13,1,16.3,HE1152m1244_a_2000_04_22T02_04_15_all.dat.gz,11.9097044,13.02139,2000.3060109289618,7.396028245296184
HE1152-1244,11,54,34.82,-,13,1,16.3,HE1152m1244_b_2000_05_19T01_42_11_all.dat.gz,11.9096406,13.02106,2000.379781420765,19.208622897316076
HE1215+0227,12,17,56.20,+,2,10,46.5,HE1215p0227_a_2000_07_12T23_03_58_all.dat.gz,12.298938866666667,2.18013,2000.5273224043715,29.15641634998145
HE1215+0227,12,17,56.20,+,2,10,46.5,HE1215p0227_b_2000_07_15T23_22_22_all.dat.gz,12.298934533333332,2.18013,2000.535519125683,28.933426364847183
HE1225+0038,12,28,7.73,+,0,22,19.6,HE1225p0038_a_2000_04_22T02_43_49_all.dat.gz,12.468847733333332,0.37209,2000.3060109289618,9.599105012122537
HE1225+0038,12,28,7.73,+,0,22,19.6,HE1225p0038_b_2000_05_17T03_44_10_all.dat.gz,12.468830200000001,0.37199,2000.3743169398906,20.22521145207142
HE1225+0038,12,28,7.73,+,0,22,19.6,HE1225p0038_b_2000_07_04T23_27_41_all.dat.gz,12.468838066666667,0.37226,2000.5054644808743,29.339411792678767
HE1233-0519,12,35,37.60,-,5,35,37.0,HE1233m0519_a_2000_07_11T23_06_35_all.dat.gz,12.5938034,5.59356,2000.5245901639344,29.33628304551565
HE1233-0519,12,35,37.60,-,5,35,37.0,HE1233m0519_b_2000_07_15T23_36_48_all.dat.gz,12.5937722,5.59353,2000.535519125683,29.10861670905999
HE1247-1130,12,49,54.17,-,11,46,59.3,HE1247m1130_a_2002_04_23T01_00_25_all.dat.gz,12.8317392,11.78192,2002.3068493150686,7.496002175149937
HE1247-1130,12,49,54.17,-,11,46,59.3,HE1247m1130_b_2002_04_29T05_08_05_all.dat.gz,12.831720466666667,11.7818,2002.323287671233,10.357658973816779
HE1252-0202,12,54,58.08,-,2,18,37.7,HE1252m0202_a_2000_07_13T01_41_07_all.dat.gz,12.916101333333334,2.31013,2000.5300546448088,29.130059830291767
HE1252-0202,12,54,58.08,-,2,18,37.7,HE1252m0202_b_2000_07_16T00_05_53_all.dat.gz,12.916138866666667,2.31019,2000.5382513661202,28.899907975370308
HE1258+0123,13,1,10.52,+,1,7,39.9,HE1258p0123_a_2000_06_08T00_27_45_all.dat.gz,13.019605933333334,1.12768,2000.4344262295083,26.412168767156537
HE1258+0123,13,1,10.52,+,1,7,39.9,HE1258p0123_b_2000_07_02T02_25_08_all.dat.gz,13.019620666666667,1.1281,2000.5,29.327120167309527
HE1307-0059,13,9,41.70,-,1,15,6.4,HE1307m0059_a_2000_07_14T00_10_34_all.dat.gz,13.161569666666667,1.25177,2000.532786885246,29.0112217819602
HE1307-0059,13,9,41.70,-,1,15,6.4,HE1307m0059_b_2000_07_17T00_23_29_all.dat.gz,13.161575,1.25164,2000.5409836065573,28.753742936994783
HE1310-0337,13,13,28.31,-,3,53,19.9,HE1310m0337_a_2000_07_11T02_12_42_all.dat.gz,13.224563999999999,3.8882,2000.5245901639344,29.31697361737621
HE1310-0337,13,13,28.31,-,3,53,19.9,HE1310m0337_a_2000_07_11T02_25_02_all.dat.gz,13.224563999999999,3.8882,2000.5245901639344,29.31697361737621
HE1310-0337,13,13,28.31,-,3,53,19.9,HE1310m0337_b_2000_07_15T00_55_51_all.dat.gz,13.224564666666668,3.88823,2000.535519125683,29.086797281107227
HE1315-1105,13,17,47.24,-,11,21,6.0,HE1315m1105_a_2000_04_23T01_30_26_all.dat.gz,13.2964258,11.35098,2000.308743169399,7.608705091069501
HE1315-1105,13,17,47.24,-,11,21,6.0,HE1315m1105_b_2000_05_19T03_07_36_all.dat.gz,13.296450666666667,11.3512,2000.379781420765,19.045303105646592
HE1325-0854,13,28,23.92,-,9,9,53.0,HE1325m0854_a_2000_05_20T00_32_05_all.dat.gz,13.473408466666665,9.16423,2000.3825136612022,19.730617898304207
HE1325-0854,13,28,23.92,-,9,9,53.0,HE1325m0854_b_2000_05_22T00_57_57_all.dat.gz,13.4733058,9.16495,2000.3879781420765,20.456403246637784
HE1326-0041,13,29,24.67,-,0,56,44.1,HE1326m0041_a_2000_07_13T01_55_46_all.dat.gz,13.490210999999999,0.94583,2000.5300546448088,29.078030986138785
HE1326-0041,13,29,24.67,-,0,56,44.1,HE1326m0041_b_2000_07_16T00_20_48_all.dat.gz,13.490190933333334,0.94557,2000.5382513661202,28.848359001274197
HE1328-0535,13,31,20.02,-,5,50,52.5,HE1328m0535_a_2000_07_13T02_11_55_all.dat.gz,13.522266666666667,5.84813,2000.5300546448088,29.289957758106578
HE1328-0535,13,31,20.02,-,5,50,52.5,HE1328m0535_b_2000_07_16T00_35_21_all.dat.gz,13.522230533333333,5.84789,2000.5382513661202,29.108760044205756
HE1335-0332,13,38,22.67,-,3,47,19.4,HE1335m0332_a_2000_07_15T01_09_38_all.dat.gz,13.639668666666667,3.78842,2000.535519125683,29.108202118266494
HE1335-0332,13,38,22.67,-,3,47,19.4,HE1335m0332_b_2000_07_18T01_02_26_all.dat.gz,13.639657066666667,3.78798,2000.5437158469945,28.863435907719182
HE1340-0530,13,43,17.86,-,5,45,35.7,HE1340m0530_a_2000_07_16T01_33_19_all.dat.gz,13.721700933333333,5.76065,2000.5382513661202,29.119697870279893
HE1340-0530,13,43,17.86,-,5,45,35.7,HE1340m0530_b_2000_07_18T01_16_16_all.dat.gz,13.721715533333334,5.76009,2000.5437158469945,28.96292700462235
HE1413+0021,14,16,0.12,+,0,8,1.1,HE1413p0021_a_2000_07_13T02_56_57_all.dat.gz,14.266670333333334,0.13362,2000.5300546448088,29.055820126165912
HE1413+0021,14,16,0.12,+,0,8,1.1,HE1413p0021_b_2000_07_16T01_02_57_all.dat.gz,14.266725000000001,0.13314,2000.5382513661202,28.836868495603724
HE1414-0848,14,16,51.96,-,9,2,2.7,HE1414m0848_a_2000_05_20T04_16_08_all.dat.gz,14.2810784,9.03418,2000.3825136612022,19.472898172439333
HE1414-0848,14,16,51.96,-,9,2,2.7,HE1414m0848_b_2000_05_23T02_26_50_all.dat.gz,14.281081266666666,9.03413,2000.3907103825136,20.56623461847022
HE1414-0848,14,16,51.96,-,9,2,2.7,HE1414m0848_c_2001_06_20T02_43_53_all.dat.gz,14.281150733333334,9.0344,2001.4657534246576,27.85305059721402
HE1414-0848,14,16,51.96,-,9,2,2.7,HE1414m0848_d_2001_08_16T00_47_02_all.dat.gz,14.281130533333334,9.03439,2001.6219178082192,23.76567677073133
HE1429-0343,14,32,3.22,-,3,56,38.0,HE1429m0343_a_2000_07_14T01_45_16_all.dat.gz,14.5342304,3.94365,2000.532786885246,29.22463431103212
HE1429-0343,14,32,3.22,-,3,56,38.0,HE1429m0343_b_2000_07_17T01_51_59_all.dat.gz,14.534208333333334,3.94383,2000.5409836065573,29.025653891485987
HE1441-0047,14,44,33.81,-,0,59,58.9,HE1441m0047_a_2000_07_13T03_52_38_all.dat.gz,14.742693800000001,0.99987,2000.5300546448088,29.132528342539967
HE1441-0047,14,44,33.81,-,0,59,58.9,HE1441m0047_b_2000_07_16T01_18_32_all.dat.gz,14.742695066666666,0.99973,2000.5382513661202,28.93321906901853
HE1511-0448,15,14,12.96,-,4,59,33.3,HE1511m0448_a_2000_06_01T06_05_53_all.dat.gz,15.236944933333332,4.99245,2000.4153005464482,23.7496989182726
HE1511-0448,15,14,12.96,-,4,59,33.3,HE1511m0448_b_2000_06_06T05_20_53_all.dat.gz,15.236998733333333,4.99206,2000.4289617486338,25.13415431115068
HE1511-0448,15,14,12.96,-,4,59,33.3,HE1511m0448_b_2000_06_06T05_36_55_all.dat.gz,15.236954866666668,4.99207,2000.4289617486338,25.1341644684364
HE1511-0448,15,14,12.96,-,4,59,33.3,HE1511m0448_c_2001_07_18T00_00_21_all.dat.gz,15.236936133333334,4.99275,2001.5424657534247,29.090968458582367
HE1511-0448,15,14,12.96,-,4,59,33.3,HE1511m0448_d_2001_06_18T02_47_40_all.dat.gz,15.236996866666667,4.99192,2001.4602739726026,27.64774930389256
HE1518-0020,15,21,30.83,-,0,30,55.8,HE1518m0020_a_2000_07_14T02_18_18_all.dat.gz,15.358647466666667,0.51541,2000.532786885246,29.064989413308723
HE1518-0020,15,21,30.83,-,0,30,55.8,HE1518m0020_b_2000_07_18T03_27_43_all.dat.gz,15.358575,0.51519,2000.5437158469945,28.766736859476893
HE1518-0344,15,20,45.95,-,3,54,52.0,HE1518m0344_a_2000_07_05T03_28_10_all.dat.gz,15.346141999999999,3.9141,2000.5081967213114,29.369781319423097
HE1518-0344,15,20,45.95,-,3,54,52.0,HE1518m0344_b_2000_07_06T03_17_55_all.dat.gz,15.346236800000002,3.91325,2000.5109289617487,29.390288258397305
HE1522-0410,15,25,12.19,-,4,21,28.8,HE1522m0410_a_2000_07_13T04_22_16_all.dat.gz,15.420043533333335,4.35831,2000.5300546448088,29.319772037306027
HE1522-0410,15,25,12.19,-,4,21,28.8,HE1522m0410_b_2000_07_18T03_56_00_all.dat.gz,15.4200722,4.35814,2000.5437158469945,29.029991366688357
HE1522-0410,15,25,12.19,-,4,21,28.8,HE1522m0410_b_2000_07_30T02_21_33_all.dat.gz,15.420020866666666,4.35785,2000.5765027322404,27.529826312172393
HE2133-1332,21,36,16.39,-,13,18,34.5,HE2133m1332_a_2001_09_20T01_26_51_all.dat.gz,21.604494466666665,13.30917,2001.717808219178,13.781971387325651
HE2133-1332,21,36,16.39,-,13,18,34.5,HE2133m1332_b_2001_08_21T01_46_31_all.dat.gz,21.604561933333333,13.30915,2001.6356164383562,24.7542527901756
HE2135-4055,21,38,49.48,-,40,41,27.7,HE2135m4055_a_2000_05_17T09_41_48_all.dat.gz,21.647057,40.69098,2000.3743169398906,8.394708691457486
HE2135-4055,21,38,49.48,-,40,41,27.7,HE2135m4055_b_2003_05_13T09_44_31_all.dat.gz,21.647102333333333,40.69051,2003.3616438356164,6.394968242069831
HE2140-1825,21,43,42.61,-,18,11,31.7,HE2140m1825_a_2001_06_18T09_10_41_all.dat.gz,21.728536133333332,18.19239,2001.4602739726026,24.996600841187924
HE2140-1825,21,43,42.61,-,18,11,31.7,HE2140m1825_b_2001_08_20T02_00_15_all.dat.gz,21.728518133333335,18.19248,2001.6328767123289,25.324810852392837
HE2148-3857,21,51,19.13,-,38,43,3.7,HE2148m3857_b_2000_05_22T09_20_05_all.dat.gz,21.8553536,38.71767,2000.3879781420765,10.925885010514275
HE2155-3150,21,58,46.10,-,31,36,5.7,HE2155m3150_a_2001_06_18T09_26_06_all.dat.gz,21.979466666666667,31.60181,2001.4602739726026,22.19019875425549
HE2155-3150,21,58,46.10,-,31,36,5.7,HE2155m3150_b_2001_08_17T01_52_31_all.dat.gz,21.979466666666667,31.60181,2001.6246575342466,25.722456981931007
HE2159-1649,22,2,20.76,-,16,34,37.3,HE2159m1649_a_2000_12_07T00_28_14_all.dat.gz,22.039116666666665,16.57731,2000.931693989071,-22.575411862558386
HE2159-1649,22,2,20.76,-,16,34,37.3,HE2159m1649_b_2000_12_13T00_35_41_all.dat.gz,22.039153133333333,16.57631,2000.948087431694,-24.55062194379506
HE2159-1649,22,2,20.76,-,16,34,37.3,HE2159m1649_b_2001_08_20T02_45_08_all.dat.gz,22.03906853333333,16.57582,2001.6328767123289,25.333941131865075
HE2200-1341,22,3,35.63,-,13,26,49.9,HE2200m1341_a_2000_12_07T00_43_03_all.dat.gz,22.0598972,13.44722,2000.931693989071,-23.07229326896476
HE2200-1341,22,3,35.63,-,13,26,49.9,HE2200m1341_b_2002_09_23T04_44_51_all.dat.gz,22.059836266666665,13.44657,2002.7260273972602,12.75461888381994
HE2203-0101,22,6,2.42,-,0,46,32.7,HE2203m0101_a_2002_09_23T02_59_57_all.dat.gz,22.1006494,0.77604,2002.7260273972602,10.4698478310891
HE2203-0101,22,6,2.42,-,0,46,32.7,HE2203m0101_b_2001_08_20T03_01_03_all.dat.gz,22.1006544,0.77609,2001.6328767123289,23.633165386395973
HE2205-1355,22,8,29.59,-,13,41,12.3,HE2205m1355_a_2000_12_07T00_57_58_all.dat.gz,22.141555533333335,13.687,2000.931693989071,-23.011557111470452
HE2205-1355,22,8,29.59,-,13,41,12.3,HE2205m1355_b_2002_09_23T05_18_27_all.dat.gz,22.141547666666668,13.68737,2002.7260273972602,12.827798351014813
HE2209-1444,22,12,17.96,-,14,29,46.0,HE2209m1444_a_2000_12_07T01_07_24_all.dat.gz,22.205013866666665,14.49667,2000.931693989071,-22.867606262585873
HE2209-1444,22,12,17.96,-,14,29,46.0,HE2209m1444_b_2001_09_20T03_03_25_all.dat.gz,22.205013866666665,14.49667,2001.717808219178,14.214597444915466
HE2218-2706,22,21,23.91,-,26,50,54.5,HE2218m2706_a_2001_09_10T00_40_27_all.dat.gz,22.356621800000003,26.84851,2001.690410958904,19.561171826367026
HE2218-2706,22,21,23.91,-,26,50,54.5,HE2218m2706_b_2001_08_25T03_45_10_all.dat.gz,22.356621333333333,26.84886,2001.6465753424657,24.348639555506512
HE2220-0633,22,22,44.34,-,6,17,55.2,HE2220m0633_a_2002_09_24T04_02_05_all.dat.gz,22.378877199999998,6.29875,2002.7287671232878,11.199536135831684
HE2220-0633,22,22,44.34,-,6,17,55.2,HE2220m0633_b_2001_08_23T02_52_16_all.dat.gz,22.378878333333333,6.2985,2001.641095890411,23.650495503260743
HE2221-1630,22,24,17.43,-,16,15,47.2,HE2221m1630_a_2002_06_09T09_32_06_all.dat.gz,22.4048034,16.26304,2002.4356164383562,22.503884358075734
HE2221-1630,22,24,17.43,-,16,15,47.2,HE2221m1630_b_2001_08_23T03_06_53_all.dat.gz,22.40486386666667,16.26306,2001.641095890411,24.62732694710568
HE2230-1230,22,33,38.73,-,12,15,28.5,HE2230m1230_a_2001_06_19T09_42_28_all.dat.gz,22.560747199999998,12.25844,2001.4630136986302,25.847910810398368
HE2230-1230,22,33,38.73,-,12,15,28.5,HE2230m1230_b_2001_08_23T03_40_00_all.dat.gz,22.5607746,12.25772,2001.641095890411,24.368387600829976
HE2231-2647,22,34,2.63,-,26,32,21.0,HE2231m2647_a_2001_09_10T00_52_47_all.dat.gz,22.567386133333333,26.53919,2001.690410958904,19.617512300985744
HE2231-2647,22,34,2.63,-,26,32,21.0,HE2231m2647_b_2001_09_11T03_32_59_all.dat.gz,22.5674034,26.53953,2001.6931506849314,19.26536882638849
HE2231-2647,22,34,2.63,-,26,32,21.0,HE2231m2647_b_2002_05_02T09_45_26_all.dat.gz,22.5674006,26.53921,2002.331506849315,4.506402516662254
HE2238-0433,22,41,4.94,-,4,18,9.1,HE2238m0433_a_2001_09_20T04_45_53_all.dat.gz,22.684694466666667,4.30253,2001.717808219178,12.690986099796811
HE2238-0433,22,41,4.94,-,4,18,9.1,HE2238m0433_b_2002_09_25T03_00_08_all.dat.gz,22.684679666666668,4.30246,2002.731506849315,10.487804883179004
HE2238-0433,22,41,4.94,-,4,18,9.1,HE2238m0433_b_2003_06_14T09_41_58_all.dat.gz,22.684681066666666,4.30243,2003.4493150684932,25.108013125965414
HE2246-0658,22,48,40.07,-,6,42,44.6,HE2246m0658_a_2001_09_20T04_56_40_all.dat.gz,22.811125,6.71228,2001.717808219178,13.190965883005463
HE2246-0658,22,48,40.07,-,6,42,44.6,HE2246m0658_b_2002_09_24T05_47_38_all.dat.gz,22.811174866666665,6.71205,2002.7287671232878,11.4667077207951
HE2246-0658,22,48,40.07,-,6,42,44.6,HE2246m0658_b_2003_06_13T10_17_32_all.dat.gz,22.811106733333336,6.71234,2003.4465753424658,24.642517683940895
HE2251-6218,22,54,59.41,-,62,2,9.2,HE2251m6218_a_2001_09_01T01_02_46_all.dat.gz,22.916827133333335,62.03747,2001.6657534246576,18.98313240673753
HE2251-6218,22,54,59.41,-,62,2,9.2,HE2251m6218_b_2001_09_02T00_12_35_all.dat.gz,22.916561133333335,62.03617,2001.668493150685,18.87471925854858
HE2315-0511,23,18,4.25,-,4,54,45.5,HE2315m0511_a_2000_07_11T04_35_06_all.dat.gz,23.30115066666667,4.91187,2000.5245901639344,29.224015351171655
HE2315-0511,23,18,4.25,-,4,54,45.5,HE2315m0511_a_2000_07_11T04_46_35_all.dat.gz,23.30115066666667,4.91187,2000.5245901639344,29.224015351171655
HE2315-0511,23,18,4.25,-,4,54,45.5,HE2315m0511_b_2000_07_17T06_55_21_all.dat.gz,23.3011972,4.91269,2000.5409836065573,29.334886504694165
HE2334-1355,23,37,30.36,-,13,38,33.4,HE2334m1355_a_2002_09_27T04_37_55_all.dat.gz,23.62508346666667,13.64168,2002.7369863013698,11.62430637176259
HE2334-1355,23,37,30.36,-,13,38,33.4,HE2334m1355_b_2002_09_30T02_20_16_all.dat.gz,23.62508186666667,13.64145,2002.7452054794521,10.208384528376774
HE2345-4810,23,47,46.11,-,47,53,42.2,HE2345m4810_a_2001_09_10T02_22_09_all.dat.gz,23.796182733333335,47.89515,2001.690410958904,19.704838846381428
HE2345-4810,23,47,46.11,-,47,53,42.2,HE2345m4810_b_2002_07_11T09_27_30_all.dat.gz,23.7961648,47.89507,2002.5232876712328,22.187960326241306
HE2347-4608,23,50,32.88,-,45,51,34.9,HE2347m4608_a_2002_09_15T02_23_24_all.dat.gz,23.842416733333334,45.85981,2002.704109589041,18.59303772599424
HE2347-4608,23,50,32.88,-,45,51,34.9,HE2347m4608_b_2002_09_25T07_14_35_all.dat.gz,23.842405,45.85959,2002.731506849315,15.530342822694752
HE2356-4513,23,58,57.81,-,44,57,13.4,HE2356m4513_a_2001_09_11T02_57_10_all.dat.gz,23.9827644,44.95373,2001.6931506849314,19.708474235536386
HE2356-4513,23,58,57.81,-,44,57,13.4,HE2356m4513_a_2002_07_11T08_40_10_all.dat.gz,23.982682266666664,44.9535,2002.5232876712328,23.125195433974234
HE2356-4513,23,58,57.81,-,44,57,13.4,HE2356m4513_b_2002_07_11T08_52_25_all.dat.gz,23.982682266666664,44.9535,2002.5232876712328,23.125195433974234
HE2356-4513,23,58,57.81,-,44,57,13.4,HE2356m4513_b_2002_08_14T09_40_13_all.dat.gz,23.982666400000003,44.95359,2002.6164383561643,24.575947031158872
HS0002+1635,0,4,43.36,+,16,52,16.8,HS0002p1635_a_2002_12_02T01_07_32_all.dat.gz,0.07868273333333334,16.87139,2002.9178082191781,-25.987346121317145
HS0002+1635,0,4,43.36,+,16,52,16.8,HS0002p1635_b_2003_09_07T04_47_46_all.dat.gz,0.07869666666666666,16.87129,2003.682191780822,11.127894866246567
HS0047+1903,0,50,12.45,+,19,19,48.5,HS0047p1903_a_2002_09_19T04_38_23_all.dat.gz,0.8367162,19.33063,2002.7150684931507,6.203758699143584
HS0047+1903,0,50,12.45,+,19,19,48.5,HS0047p1903_b_2002_09_27T05_30_43_all.dat.gz,0.8367642666666666,19.32983,2002.7369863013698,2.3674053877421204
HS0047+1903,0,50,12.45,+,19,19,48.5,HS0047p1903_b_2003_09_07T05_01_56_all.dat.gz,0.8367473333333333,19.32987,2003.682191780822,11.807353563110125
HS0051+1145,0,54,18.22,+,12,2,0.6,HS0051p1145_a_2002_09_19T05_07_03_all.dat.gz,0.9051133333333333,12.03324,2002.7150684931507,4.8773669119965755
HS0051+1145,0,54,18.22,+,12,2,0.6,HS0051p1145_b_2002_09_27T05_58_35_all.dat.gz,0.9051117333333334,12.03336,2002.7369863013698,0.9005334616335949
HS0129+1041,1,31,45.55,+,10,56,59.2,HS0129p1041_a_2002_09_19T05_40_54_all.dat.gz,1.5293142000000002,10.95031,2002.7150684931507,4.959807608393356
HS0129+1041,1,31,45.55,+,10,56,59.2,HS0129p1041_b_2002_09_27T07_18_24_all.dat.gz,1.5293198666666667,10.95026,2002.7369863013698,0.9691873237928387
HS0130+0156,1,32,57.36,+,2,11,33.1,HS0130p0156_a_2002_09_30T04_37_29_all.dat.gz,1.5492698666666667,2.19243,2002.7452054794521,-2.3662058435663473
HS0130+0156,1,32,57.36,+,2,11,33.1,HS0130p0156_b_2001_08_22T08_54_07_all.dat.gz,1.5492530666666666,2.19278,2001.6383561643836,16.270957062577835
HS0145+1737,1,48,21.58,+,17,52,13.7,HS0145p1737_a_2002_09_19T06_22_53_all.dat.gz,1.8060134666666667,17.8704,2002.7150684931507,6.377485671688059
HS0145+1737,1,48,21.58,+,17,52,13.7,HS0145p1737_b_2002_09_30T05_06_54_all.dat.gz,1.8059618,17.87136,2002.7452054794521,1.0339986134640562
HS0146+1847,1,48,56.80,+,19,2,27.5,HS0146p1847_a_2002_09_19T06_42_52_all.dat.gz,1.8157522,19.04139,2002.7150684931507,6.591232265216859
HS0146+1847,1,48,56.80,+,19,2,27.5,HS0146p1847_b_2002_09_30T05_20_44_all.dat.gz,1.8157503333333334,19.0414,2002.7452054794521,1.2829628145342977
HS0200+2449,2,3,45.79,+,25,4,9.3,HS0200p2449_a_2002_09_18T07_26_37_all.dat.gz,2.0626734,25.06923,2002.7123287671234,8.179479077131239
HS0200+2449,2,3,45.79,+,25,4,9.3,HS0200p2449_b_2003_01_17T01_05_57_all.dat.gz,2.0626707333333334,25.06908,2003.0438356164384,-27.482621428166336
HS0209+0832,2,12,4.85,+,8,46,50.9,HS0209p0832_a_2000_07_12T09_23_06_all.dat.gz,2.2013647333333335,8.78051,2000.5273224043715,28.366679740408486
HS0209+0832,2,12,4.85,+,8,46,50.9,HS0209p0832_a_2000_07_12T09_32_59_all.dat.gz,2.201362066666667,8.78052,2000.5273224043715,28.366679321780083
HS0209+0832,2,12,4.85,+,8,46,50.9,HS0209p0832_b_2000_07_15T07_25_41_all.dat.gz,2.2013936666666667,8.7809,2000.535519125683,27.97720562772472
HS0213+1145,2,16,7.59,+,11,59,19.6,HS0213p1145_a_2002_09_19T07_42_34_all.dat.gz,2.2687894,11.98848,2002.7150684931507,5.502007399573821
HS0213+1145,2,16,7.59,+,11,59,19.6,HS0213p1145_b_2003_01_16T01_58_18_all.dat.gz,2.2687806666666663,11.98932,2003.041095890411,-28.554520944406576
HS0223+1211,2,26,29.98,+,12,25,22.7,HS0223p1211_a_2002_12_31T01_19_09_all.dat.gz,2.4414728666666665,12.42392,2002.9972602739726,-29.953784015223242
HS0225+0010,2,27,55.52,+,0,23,38.7,HS0225p0010_a_2002_09_20T08_11_49_all.dat.gz,2.4653771333333334,0.39356,2002.717808219178,2.794831584833777
HS0225+0010,2,27,55.52,+,0,23,38.7,HS0225p0010_b_2002_12_31T01_49_27_all.dat.gz,2.4653736,0.39376,2002.9972602739726,-30.264318878354114
HS0237+1034,2,40,35.57,+,10,47,1.5,HS0237p1034_a_2002_09_20T08_39_55_all.dat.gz,2.6764995333333332,10.78364,2002.717808219178,4.9690047113654545
HS0241+1411,2,44,0.72,+,14,24,29.7,HS0241p1411_a_2002_09_20T08_54_45_all.dat.gz,2.7335384666666664,14.40872,2002.717808219178,5.683808805092793
HS0307+0746,3,10,9.16,+,7,57,32.1,HS0307p0746_a_2002_09_21T07_42_49_all.dat.gz,3.1692109333333334,7.95925,2002.7205479452055,4.151318085052418
HS0307+0746,3,10,9.16,+,7,57,32.1,HS0307p0746_b_2003_02_04T01_15_51_all.dat.gz,3.169200533333333,7.95912,2003.0931506849315,-23.986305258753553
HS0309+1001,3,12,35.00,+,10,12,26.9,HS0309p1001_a_2002_02_27T00_34_21_all.dat.gz,3.2096400666666667,10.20729,2002.1561643835616,-15.101400704667638
HS0309+1001,3,12,35.00,+,10,12,26.9,HS0309p1001_b_2002_09_13T08_46_02_all.dat.gz,3.2096350666666664,10.20722,2002.6986301369864,8.52390397686673
HS0315+0858,3,17,43.17,+,9,9,55.1,HS0315p0858_a_2002_09_21T08_23_21_all.dat.gz,3.2951859333333333,9.16545,2002.7205479452055,4.447910395377564
HS0315+0858,3,17,43.17,+,9,9,55.1,HS0315p0858_b_2002_09_22T05_23_07_all.dat.gz,3.2951875333333334,9.16543,2002.7232876712328,3.9493888361029703
HS0325+2142,3,28,25.22,+,21,53,8.8,HS0325p2142_a_2002_09_21T06_01_12_all.dat.gz,3.4736800666666667,21.88568,2002.7205479452055,6.88933181953532
HS0329+1121,3,32,35.90,+,11,31,32.5,HS0329p1121_a_2002_09_22T06_23_54_all.dat.gz,3.5432989999999998,11.52534,2002.7232876712328,4.527553751892254
HS0331+2240,3,34,53.24,+,22,50,7.2,HS0331p2240_a_2002_09_21T06_16_39_all.dat.gz,3.5814224,22.83568,2002.7205479452055,7.100347391544986
HS0331+2240,3,34,53.24,+,22,50,7.2,HS0331p2240_b_2003_08_11T10_00_18_all.dat.gz,3.5814299999999997,22.83594,2003.6082191780822,22.808035538678382
HS0337+0939,3,39,58.55,+,9,49,11.4,HS0337p0939_a_2002_09_22T06_51_54_all.dat.gz,3.6662749999999997,9.81936,2002.7232876712328,4.252257933845196
HS0337+0939,3,39,58.55,+,9,49,11.4,HS0337p0939_b_2003_02_04T01_30_03_all.dat.gz,3.666251733333333,9.81965,2003.0931506849315,-24.29189525215614
HS0344+0944,3,46,52.29,+,9,53,55.9,HS0344p0944_a_2002_09_22T07_19_23_all.dat.gz,3.7811504666666664,9.89934,2002.7232876712328,4.3217769504420245
HS0344+0944,3,46,52.29,+,9,53,55.9,HS0344p0944_b_2003_02_04T01_45_14_all.dat.gz,3.7812225333333336,9.8988,2003.0931506849315,-24.332778858279134
HS0345+1324,3,48,39.57,+,13,33,29.0,HS0345p1324_a_2002_09_22T07_34_34_all.dat.gz,3.8109523333333333,13.55964,2002.7232876712328,5.043109151227636
HS0345+1324,3,48,39.57,+,13,33,29.0,HS0345p1324_b_2003_02_25T00_44_08_all.dat.gz,3.8109336666666667,13.55894,2003.150684931507,-16.823218302839162
HS0346+0755,3,49,15.28,+,8,4,53.4,HS0346p0755_a_2003_02_04T01_59_42_all.dat.gz,3.8209131333333333,8.08201,2003.0931506849315,-24.197422356951055
HS0346+0755,3,49,15.28,+,8,4,53.4,HS0346p0755_b_2003_02_25T01_00_22_all.dat.gz,3.8209209333333334,8.08114,2003.150684931507,-16.071315285348692
HS0400+1451,4,3,42.09,+,14,59,28.8,HS0400p1451_a_2002_03_04T00_58_20_all.dat.gz,4.061666,14.9913,2002.1698630136987,-13.900032844418163
HS0400+1451,4,3,42.09,+,14,59,28.8,HS0400p1451_b_2002_09_21T06_42_08_all.dat.gz,4.061688866666667,14.99136,2002.7205479452055,5.91604938709115
